ACSSF HI040000000001     15                                                                                                                                                       04000US15                               Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI040010000002     15                                                                                                                                U                      04001US15                               Hawaii -- Urban                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040430000003     15                                                                                                                                R                      04043US15                               Hawaii -- Rural                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040A00000004     15                                                                                                                                                       040A0US15                               Hawaii -- In metropolitan or micropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI040C00000005     15                                                              1                                                                                        040C0US15                               Hawaii -- In metropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI040C10000006     15                                                              1                                                                  Y                     040C1US15                               Hawaii -- In metropolitan statistical area -- in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040C20000007     15                                                              1                                                                                        040C2US15                               Hawaii -- In metropolitan statistical area -- not in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI040E00000008     15                                                              2                                                                                        040E0US15                               Hawaii -- In micropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI040E10000009     15                                                              2                                                                  Y                     040E1US15                               Hawaii -- In micropolitan statistical area -- in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI040E20000010     15                                                              2                                                                                        040E2US15                               Hawaii -- In micropolitan statistical area -- not in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI040H00000011     15                                                                                                                                                       040H0US15                               Hawaii -- Not in metropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF HI050000000012     15001                                                                                                                                                    05000US15001                            Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF HI050000000013     15003                                                                                                                                                    05000US15003                            Honolulu County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF HI050000000014     15005                                                                                                                                                    05000US15005                            Kalawao County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI050000000015     15007                                                                                                                                                    05000US15007                            Kauai County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF HI050000000016     15009                                                                                                                                                    05000US15009                            Maui County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ACSSF HI060000000059     1500993870                                                                                                                                               06000US1500993870                       Wailuku CCD, Maui County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF HI060000000060     1500993960                                                                                                                                               06000US1500993960                       West Molokai CCD, Maui County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF HI070000000061     150019063014650                                                                                                                                          07000US150019063014650                  Hilo CDP, Hilo CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF HI070000000062     150019063078950                                                                                                                                          07000US150019063078950                  Wainaku CDP, Hilo CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF HI070000000063     150019063099999                                                                                                                                          07000US150019063099999                  Remainder of Hilo CCD, Hilo CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI070000000064     150019072016450                                                                                                                                          07000US150019072016450                  Honokaa CDP (part), Honokaa-Kukuihaele CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ACSSF HI070000000065     150019072041000                                                                                                                                          07000US150019072041000                  Kukuihaele CDP, Honokaa-Kukuihaele CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF HI070000000066     150019072099999                                                                                                                                          07000US150019072099999                  Remainder of Honokaa-Kukuihaele CCD, Honokaa-Kukuihaele CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF HI070000000067     150019117005900                                                                                                                                          07000US150019117005900                  Discovery Harbour CDP, Kau CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF HI070000000068     150019117012530                                                                                                                                          07000US150019117012530                  Hawaiian Ocean View CDP, Kau CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF HI070000000069     150019117053600                                                                                                                                          07000US150019117053600                  Naalehu CDP, Kau CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF HI070000000070     150019117059750                                                                                                                                          07000US150019117059750                  Pahala CDP, Kau CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI070000000071     150019117072350                                                                                                                                          07000US150019117072350                  Volcano CDP (part), Kau CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF HI070000000072     150019117079550                                                                                                                                          07000US150019117079550                  Waiohinu CDP, Kau CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF HI070000000073     150019117099999                                                                                                                                          07000US150019117099999                  Remainder of Kau CCD, Kau CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF HI070000000074     150019135001085                                                                                                                                          07000US150019135001085                  Ainaloa CDP, Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF HI070000000075     150019135006325                                                                                                                                          07000US150019135006325                  Eden Roc CDP, Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF HI070000000076     150019135007542                                                                                                                                          07000US150019135007542                  Fern Acres CDP, Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF HI070000000077     150019135007675                                                                                                                                          07000US150019135007675                  Fern Forest CDP, Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ACSSF HI070000000078     150019135012450                                                                                                                                          07000US150019135012450                  Hawaiian Acres CDP, Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF HI070000000079     150019135012600                                                                                                                                          07000US150019135012600                  Hawaiian Paradise Park CDP, Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF HI070000000080     150019135032900                                                                                                                                          07000US150019135032900                  Keaau CDP, Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF HI070000000081     150019135042800                                                                                                                                          07000US150019135042800                  Kurtistown CDP, Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ACSSF HI070000000082     150019135053300                                                                                                                                          07000US150019135053300                  Mountain View CDP, Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ACSSF HI070000000083     150019135058775                                                                                                                                          07000US150019135058775                  Orchidlands Estates CDP, Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF HI070000000084     150019135072350                                                                                                                                          07000US150019135072350                  Volcano CDP (part), Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF HI070000000085     150019135099999                                                                                                                                          07000US150019135099999                  Remainder of Keaau-Mountain View CCD, Keaau-Mountain View CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF HI070000000086     150019243044150                                                                                                                                          07000US150019243044150                  Laupahoehoe CDP, North Hilo CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI070000000087     150019243099999                                                                                                                                          07000US150019243099999                  Remainder of North Hilo CCD, North Hilo CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF HI070000000088     150019252009700                                                                                                                                          07000US150019252009700                  Halaula CDP, North Kohala CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF HI070000000089     150019252013600                                                                                                                                          07000US150019252013600                  Hawi CDP, North Kohala CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ACSSF HI070000000090     150019252029000                                                                                                                                          07000US150019252029000                  Kapaau CDP, North Kohala CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI070000000091     150019252099999                                                                                                                                          07000US150019252099999                  Remainder of North Kohala CCD, North Kohala CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF HI070000000092     150019261015700                                                                                                                                          07000US150019261015700                  Holualoa CDP, North Kona CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF HI070000000093     150019261016000                                                                                                                                          07000US150019261016000                  Honalo CDP, North Kona CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ACSSF HI070000000094     150019261021230                                                                                                                                          07000US150019261021230                  Kahaluu-Keauhou CDP, North Kona CCD, Hawaii County, Hawaii                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
